"RestaurantID","ID","customerID","Group","TransactionID","AvgWaitTime","BufferTimePercentage","actualDeliveryTime","expectedDeliveryTime","satisfaction","cancellation"
"006","001012","001012","treatment 3","04136",45.9399527027338,15,48,55,2,0
"006","002734","002734","control","11143",45.9399527027338,0,44,44,3,0
"006","000488","000488","control","01999",45.9399527027338,0,54,54,2,1
"006","000601","000601","treatment 1","02450",45.9399527027338,5,38,40,3,0
"006","000261","000261","control","01041",45.9399527027338,0,48,48,3,0
"006","001623","001623","treatment 2","06667",45.9399527027338,10,49,54,3,0
"006","002313","002313","control","09441",45.9399527027338,0,44,44,3,0
"006","002435","002435","control","09924",45.9399527027338,0,53,53,2,0
"006","000083","000083","control","00341",45.9399527027338,0,47,47,3,0
"006","000334","000334","treatment 3","01360",45.9399527027338,15,45,52,3,0
"006","001964","001964","control","08090",45.9399527027338,0,45,45,3,0
"006","000938","000938","control","03848",45.9399527027338,0,43,43,3,0
"006","001737","001737","treatment 3","07134",45.9399527027338,15,37,43,4,0
"006","002093","002093","treatment 1","08592",45.9399527027338,5,47,49,3,0
"006","001582","001582","treatment 1","06486",45.9399527027338,5,52,55,3,0
"006","000309","000309","treatment 3","01246",45.9399527027338,15,41,47,3,0
"007","002510","002510","treatment 3","10243",24.9885258556991,15,34,39,3,0
"007","001831","001831","control","07532",24.9885258556991,0,15,15,4,0
"007","000957","000957","control","03918",24.9885258556991,0,22,22,4,0
"007","000950","000950","treatment 3","03895",24.9885258556991,15,34,39,3,1
"007","000692","000692","treatment 1","02793",24.9885258556991,5,24,25,3,0
"008","002145","002145","control","08787",29.4465496427943,0,35,35,3,0
"008","002494","002494","treatment 3","10171",29.4465496427943,15,19,22,3,0
"008","000320","000320","treatment 3","01298",29.4465496427943,15,23,26,3,0
"008","001565","001565","control","06422",29.4465496427943,0,38,38,3,0
"008","001752","001752","treatment 3","07197",29.4465496427943,15,39,45,3,0
"008","000231","000231","control","00926",29.4465496427943,0,33,33,3,0
"008","002452","002452","treatment 2","09996",29.4465496427943,10,24,26,3,0
"008","000470","000470","control","01915",29.4465496427943,0,33,33,3,0
"008","001804","001804","treatment 1","07416",29.4465496427943,5,36,38,3,0
"008","002945","002945","treatment 2","12005",29.4465496427943,10,33,36,3,0
"008","001394","001394","treatment 1","05691",29.4465496427943,5,42,44,3,0
"008","001876","001876","control","07722",29.4465496427943,0,31,31,4,0
"008","001773","001773","treatment 2","07285",29.4465496427943,10,20,22,4,0
"008","000735","000735","control","02970",29.4465496427943,0,34,34,3,0
"008","001068","001068","treatment 1","04381",29.4465496427943,5,35,37,3,0
"008","001712","001712","control","07041",29.4465496427943,0,32,32,3,0
"008","002467","002467","treatment 1","10058",29.4465496427943,5,26,27,3,0
"008","001776","001776","control","07303",29.4465496427943,0,39,39,3,0
"008","001376","001376","treatment 3","05623",29.4465496427943,15,19,22,4,0
"008","000442","000442","control","01795",29.4465496427943,0,29,29,3,0
"008","001626","001626","treatment 1","06681",29.4465496427943,5,30,32,3,0
"008","000414","000414","treatment 2","01677",29.4465496427943,10,24,26,4,0
"008","001906","001906","control","07848",29.4465496427943,0,31,31,3,0
"009","002323","002323","treatment 3","09473",32.3050365548436,15,28,32,3,1
"009","001776","001776","treatment 1","07299",32.3050365548436,5,36,38,4,0
"009","000200","000200","treatment 1","00801",32.3050365548436,5,32,34,3,0
"009","001711","001711","control","07033",32.3050365548436,0,36,36,3,1
"009","002469","002469","control","10066",32.3050365548436,0,31,31,3,0
"009","000549","000549","treatment 3","02250",32.3050365548436,15,37,43,3,0
"009","000500","000500","treatment 3","02048",32.3050365548436,15,34,39,3,0
"009","000365","000365","treatment 2","01489",32.3050365548436,10,33,36,4,0
"009","000835","000835","treatment 2","03396",32.3050365548436,10,48,53,3,0
"009","000808","000808","treatment 3","03291",32.3050365548436,15,39,45,4,0
"009","002197","002197","treatment 1","08985",32.3050365548436,5,33,35,2,0
"009","002548","002548","treatment 3","10401",32.3050365548436,15,30,34,3,0
"009","000685","000685","treatment 2","02767",32.3050365548436,10,33,36,4,0
"009","002156","002156","treatment 2","08839",32.3050365548436,10,48,53,3,0
"009","002211","002211","control","09048",32.3050365548436,0,37,37,4,0
"009","001055","001055","treatment 2","04324",32.3050365548436,10,36,40,4,0
"009","001844","001844","control","07577",32.3050365548436,0,35,35,4,0
"009","002773","002773","treatment 3","11301",32.3050365548436,15,24,28,3,0
"009","001634","001634","treatment 3","06713",32.3050365548436,15,34,39,2,0
"009","001517","001517","treatment 2","06222",32.3050365548436,10,44,48,3,0
"009","000180","000180","control","00726",32.3050365548436,0,28,28,4,0
"009","002749","002749","treatment 1","11207",32.3050365548436,5,35,37,2,0
"009","002201","002201","treatment 1","09007",32.3050365548436,5,31,33,3,0
"009","001691","001691","treatment 1","06950",32.3050365548436,5,35,37,3,0
"009","002327","002327","treatment 3","09492",32.3050365548436,15,36,41,3,0
"009","002170","002170","treatment 3","08886",32.3050365548436,15,39,45,3,0
"009","002804","002804","treatment 3","11437",32.3050365548436,15,32,37,3,0
"010","001531","001531","control","06278",35.6406487648708,0,28,28,3,0
"010","001644","001644","treatment 2","06754",35.6406487648708,10,41,45,3,0
"010","000658","000658","control","02664",35.6406487648708,0,37,37,3,0
"010","002690","002690","treatment 3","10976",35.6406487648708,15,35,40,3,0
"011","002708","002708","treatment 1","11038",27.095408473616,5,32,34,3,0
"011","001038","001038","treatment 3","04253",27.095408473616,15,28,32,4,0
"011","002933","002933","treatment 3","11960",27.095408473616,15,28,32,3,0
"011","000935","000935","treatment 2","03839",27.095408473616,10,24,26,3,0
"011","001683","001683","control","06920",27.095408473616,0,30,30,4,0
"011","002612","002612","treatment 3","10674",27.095408473616,15,25,29,4,1
"011","001347","001347","treatment 1","05501",27.095408473616,5,27,28,4,0
"011","002687","002687","treatment 2","10970",27.095408473616,10,28,31,3,0
"011","002864","002864","treatment 3","11694",27.095408473616,15,24,28,4,0
"011","002218","002218","control","09079",27.095408473616,0,28,28,3,0
"011","002747","002747","treatment 1","11200",27.095408473616,5,29,30,3,0
"011","002044","002044","control","08417",27.095408473616,0,20,20,4,0
"011","001414","001414","control","05774",27.095408473616,0,33,33,4,0
"011","000484","000484","treatment 2","01979",27.095408473616,10,14,15,4,0
"011","000360","000360","treatment 1","01464",27.095408473616,5,29,30,4,0
"011","000499","000499","treatment 1","02045",27.095408473616,5,21,22,3,0
"011","000751","000751","treatment 3","03053",27.095408473616,15,26,30,4,0
"011","001725","001725","treatment 1","07089",27.095408473616,5,31,33,4,0
"011","000173","000173","treatment 3","00696",27.095408473616,15,27,31,4,0
"011","002806","002806","treatment 1","11447",27.095408473616,5,28,29,2,0
"011","000011","000011","treatment 2","00046",27.095408473616,10,19,21,4,0
"011","000408","000408","treatment 2","01647",27.095408473616,10,26,29,3,0
"011","002617","002617","control","10693",27.095408473616,0,35,35,3,0
"011","002357","002357","treatment 1","09615",27.095408473616,5,25,26,3,0
"011","002359","002359","treatment 1","09622",27.095408473616,5,35,37,3,0
"011","001679","001679","treatment 1","06901",27.095408473616,5,25,26,3,0
"011","002008","002008","treatment 2","08267",27.095408473616,10,23,25,3,0
"012","000691","000691","treatment 3","02787",32.1093224058452,15,27,31,3,0
"012","001161","001161","treatment 2","04760",32.1093224058452,10,45,50,3,0
"012","002393","002393","treatment 2","09772",32.1093224058452,10,29,32,3,0
"012","002220","002220","treatment 1","09084",32.1093224058452,5,34,36,4,0
"012","001889","001889","treatment 3","07775",32.1093224058452,15,30,34,3,0
"012","002945","002945","treatment 3","12009",32.1093224058452,15,31,36,3,0
"013","002374","002374","treatment 2","09689",20.3878956053335,10,15,16,4,0
"013","001462","001462","treatment 1","05991",20.3878956053335,5,21,22,4,0
"013","000804","000804","treatment 2","03277",20.3878956053335,10,21,23,3,0
"013","002523","002523","treatment 3","10310",20.3878956053335,15,21,24,4,0
"013","001028","001028","treatment 3","04215",20.3878956053335,15,17,20,4,0
"013","002095","002095","treatment 2","08597",20.3878956053335,10,16,18,3,0
"013","000742","000742","treatment 3","03001",20.3878956053335,15,11,13,4,0
"013","000630","000630","treatment 2","02559",20.3878956053335,10,14,15,3,0
"013","002664","002664","control","10893",20.3878956053335,0,19,19,3,0
"013","002239","002239","treatment 3","09166",20.3878956053335,15,23,26,4,0
"013","002461","002461","treatment 2","10036",20.3878956053335,10,20,22,3,0
"013","002708","002708","treatment 3","11037",20.3878956053335,15,14,16,4,0
"013","002299","002299","treatment 3","09379",20.3878956053335,15,22,25,4,0
"013","000246","000246","treatment 2","00984",20.3878956053335,10,26,29,3,0
"013","001884","001884","control","07753",20.3878956053335,0,25,25,3,0
"013","001710","001710","control","07026",20.3878956053335,0,21,21,4,0
"013","002810","002810","treatment 2","11465",20.3878956053335,10,26,29,4,0
"013","000046","000046","treatment 2","00189",20.3878956053335,10,18,20,4,0
"013","002674","002674","treatment 2","10927",20.3878956053335,10,26,29,4,0
"014","001081","001081","control","04437",38.102458525469,0,35,35,3,0
"014","001151","001151","control","04718",38.102458525469,0,41,41,3,0
"014","002907","002907","treatment 3","11862",38.102458525469,15,37,43,3,0
"014","001364","001364","treatment 1","05575",38.102458525469,5,48,50,3,1
"014","000424","000424","control","01719",38.102458525469,0,48,48,3,0
"014","000627","000627","control","02548",38.102458525469,0,38,38,4,0
"014","000805","000805","treatment 1","03278",38.102458525469,5,42,44,3,0
"014","001459","001459","treatment 3","05977",38.102458525469,15,44,51,3,0
"014","002136","002136","control","08761",38.102458525469,0,29,29,4,0
"014","002780","002780","treatment 2","11335",38.102458525469,10,41,45,3,0
"014","000662","000662","treatment 3","02684",38.102458525469,15,41,47,3,0
"014","001820","001820","treatment 1","07480",38.102458525469,5,39,41,4,0
"014","000055","000055","treatment 2","00230",38.102458525469,10,38,42,2,0
"014","001650","001650","control","06781",38.102458525469,0,32,32,3,0
"014","002643","002643","treatment 2","10805",38.102458525469,10,36,40,3,1
"014","001367","001367","treatment 1","05590",38.102458525469,5,31,33,3,0
"014","001998","001998","control","08230",38.102458525469,0,31,31,3,0
"014","001736","001736","treatment 2","07125",38.102458525469,10,30,33,3,0
"014","000184","000184","treatment 2","00741",38.102458525469,10,41,45,3,0
"014","001252","001252","treatment 2","05118",38.102458525469,10,43,47,3,0
"014","001428","001428","treatment 1","05848",38.102458525469,5,33,35,4,0
"014","001745","001745","control","07171",38.102458525469,0,35,35,3,0
"014","000637","000637","treatment 3","02579",38.102458525469,15,28,32,4,0
"014","000018","000018","treatment 2","00078",38.102458525469,10,37,41,4,0
"014","001628","001628","treatment 2","06690",38.102458525469,10,32,35,3,0
"014","000102","000102","treatment 3","00428",38.102458525469,15,33,38,4,0
"014","001661","001661","treatment 1","06819",38.102458525469,5,35,37,4,0
"016","000599","000599","control","02436",20.9386023384276,0,25,25,3,0
"016","001899","001899","treatment 2","07818",20.9386023384276,10,19,21,3,0
"016","000455","000455","treatment 2","01850",20.9386023384276,10,27,30,3,0
"016","000586","000586","treatment 3","02392",20.9386023384276,15,24,28,3,0
"016","002448","002448","control","09979",20.9386023384276,0,30,30,3,0
"016","001689","001689","treatment 1","06940",20.9386023384276,5,26,27,3,0
"016","000408","000408","treatment 2","01646",20.9386023384276,10,22,24,3,0
"016","000076","000076","treatment 2","00313",20.9386023384276,10,40,44,4,0
"016","002402","002402","treatment 1","09811",20.9386023384276,5,24,25,3,0
"016","000272","000272","treatment 3","01093",20.9386023384276,15,20,23,4,0
"016","000941","000941","control","03862",20.9386023384276,0,16,16,4,0
"016","000320","000320","control","01296",20.9386023384276,0,25,25,3,0
"017","001578","001578","treatment 1","06473",34.7712007779467,5,37,39,3,1
"017","000189","000189","control","00763",34.7712007779467,0,34,34,3,0
"017","001804","001804","treatment 2","07417",34.7712007779467,10,48,53,3,0
"017","002579","002579","control","10542",34.7712007779467,0,40,40,4,0
"017","002845","002845","treatment 3","11610",34.7712007779467,15,32,37,3,0
"017","000933","000933","treatment 1","03832",34.7712007779467,5,41,43,3,0
"017","002925","002925","treatment 3","11934",34.7712007779467,15,41,47,3,1
"017","001240","001240","control","05058",34.7712007779467,0,37,37,4,0
"017","000011","000011","control","00042",34.7712007779467,0,32,32,3,0
"017","000377","000377","treatment 3","01539",34.7712007779467,15,30,34,3,0
"017","001193","001193","treatment 2","04888",34.7712007779467,10,36,40,3,0
"017","000486","000486","control","01989",34.7712007779467,0,40,40,3,0
"017","001490","001490","treatment 2","06101",34.7712007779467,10,35,38,3,0
"017","001189","001189","control","04869",34.7712007779467,0,35,35,3,0
"017","000159","000159","treatment 1","00634",34.7712007779467,5,23,24,3,0
"018","001100","001100","control","04516",36.253006847997,0,24,24,3,0
"018","002417","002417","treatment 1","09857",36.253006847997,5,40,42,3,0
"018","002033","002033","control","08372",36.253006847997,0,44,44,4,1
"018","001964","001964","control","08089",36.253006847997,0,30,30,4,0
"018","002651","002651","control","10833",36.253006847997,0,29,29,4,0
"018","001794","001794","treatment 2","07379",36.253006847997,10,27,30,4,0
"018","002152","002152","treatment 1","08812",36.253006847997,5,32,34,4,0
"018","000064","000064","treatment 1","00264",36.253006847997,5,36,38,4,0
"018","001604","001604","treatment 1","06571",36.253006847997,5,40,42,3,0
"018","000909","000909","treatment 1","03720",36.253006847997,5,41,43,3,0
"018","001543","001543","control","06334",36.253006847997,0,41,41,3,0
"018","001306","001306","treatment 1","05343",36.253006847997,5,41,43,3,0
"018","000916","000916","treatment 3","03749",36.253006847997,15,28,32,3,0
"018","000069","000069","control","00283",36.253006847997,0,30,30,3,0
"018","000209","000209","treatment 2","00842",36.253006847997,10,39,43,4,0
"018","002886","002886","treatment 1","11785",36.253006847997,5,36,38,3,0
"018","001757","001757","treatment 2","07220",36.253006847997,10,32,35,2,0
"018","001351","001351","control","05518",36.253006847997,0,36,36,2,0
"018","002517","002517","control","10277",36.253006847997,0,33,33,3,0
"018","001843","001843","control","07573",36.253006847997,0,31,31,3,0
"018","000189","000189","treatment 3","00765",36.253006847997,15,34,39,4,0
"018","000524","000524","control","02139",36.253006847997,0,42,42,3,0
"018","001567","001567","treatment 3","06432",36.253006847997,15,43,49,4,0
"018","001254","001254","control","05129",36.253006847997,0,38,38,3,0
"018","002832","002832","treatment 2","11553",36.253006847997,10,41,45,2,0
"018","000847","000847","treatment 2","03444",36.253006847997,10,36,40,3,0
"018","001436","001436","treatment 1","05877",36.253006847997,5,39,41,3,1
"018","001619","001619","treatment 3","06643",36.253006847997,15,34,39,3,1
"018","002511","002511","treatment 3","10248",36.253006847997,15,30,34,4,0
"018","001737","001737","treatment 3","07132",36.253006847997,15,30,34,3,0
"018","001140","001140","treatment 3","04679",36.253006847997,15,37,43,3,1
"019","002390","002390","control","09757",41.7526921216265,0,40,40,3,0
"019","000773","000773","treatment 1","03146",41.7526921216265,5,46,48,3,0
"019","002597","002597","control","10621",41.7526921216265,0,55,55,3,0
"019","001869","001869","treatment 3","07684",41.7526921216265,15,40,46,3,1
"019","000006","000006","treatment 3","00023",41.7526921216265,15,40,46,2,0
"019","001786","001786","treatment 2","07341",41.7526921216265,10,30,33,3,0
"019","000775","000775","treatment 2","03155",41.7526921216265,10,39,43,3,0
"019","001607","001607","treatment 3","06581",41.7526921216265,15,37,43,3,1
"019","001136","001136","control","04658",41.7526921216265,0,31,31,3,0
"019","001781","001781","treatment 3","07325",41.7526921216265,15,38,44,4,0
"019","000001","000001","treatment 2","00003",41.7526921216265,10,44,48,3,0
"019","001043","001043","treatment 1","04279",41.7526921216265,5,33,35,3,0
"019","000990","000990","treatment 1","04042",41.7526921216265,5,48,50,3,1
"019","000506","000506","treatment 1","02072",41.7526921216265,5,44,46,3,1
"019","000935","000935","treatment 3","03840",41.7526921216265,15,42,48,3,0
"019","000663","000663","treatment 3","02691",41.7526921216265,15,44,51,3,0
"019","000879","000879","control","03595",41.7526921216265,0,45,45,3,0
"019","000241","000241","treatment 2","00962",41.7526921216265,10,40,44,4,0
"019","002694","002694","treatment 3","10996",41.7526921216265,15,56,64,3,0
"019","001113","001113","treatment 3","04568",41.7526921216265,15,40,46,3,0
"020","002668","002668","treatment 2","10911",39.9534921713186,10,36,40,3,0
"020","000524","000524","treatment 2","02138",39.9534921713186,10,37,41,3,0
"020","000216","000216","treatment 1","00873",39.9534921713186,5,32,34,4,0
"020","000170","000170","treatment 2","00684",39.9534921713186,10,52,57,2,0
"020","000203","000203","control","00819",39.9534921713186,0,45,45,4,0
"020","000403","000403","control","01632",39.9534921713186,0,40,40,3,0
"020","001082","001082","treatment 1","04443",39.9534921713186,5,49,51,3,0
"020","001047","001047","control","04291",39.9534921713186,0,44,44,3,0
"020","000940","000940","treatment 3","03856",39.9534921713186,15,41,47,3,1
"020","000097","000097","treatment 2","00405",39.9534921713186,10,47,52,3,0
"021","001426","001426","treatment 2","05832",29.1524840828245,10,36,40,3,0
"022","000025","000025","treatment 2","00099",34.1620968090302,10,30,33,3,1
"022","001647","001647","treatment 2","06770",34.1620968090302,10,41,45,3,0
"023","001734","001734","treatment 2","07121",18.8430067867847,10,19,21,4,0
"023","001467","001467","control","06013",18.8430067867847,0,20,20,3,0
"023","001826","001826","treatment 3","07505",18.8430067867847,15,28,32,4,0
"023","000205","000205","control","00827",18.8430067867847,0,14,14,4,0
"023","000279","000279","treatment 1","01122",18.8430067867847,5,14,15,3,0
"023","002997","002997","treatment 3","12250",18.8430067867847,15,16,18,3,0
"023","001532","001532","treatment 2","06283",18.8430067867847,10,17,19,4,0
"023","000143","000143","treatment 3","00578",18.8430067867847,15,22,25,4,0
"024","000807","000807","control","03289",41.4638427935295,0,44,44,3,0
"024","001503","001503","treatment 3","06157",41.4638427935295,15,44,51,4,0
"024","001680","001680","treatment 3","06903",41.4638427935295,15,32,37,4,0
"024","000767","000767","treatment 1","03127",41.4638427935295,5,30,32,4,0
"024","001887","001887","treatment 3","07772",41.4638427935295,15,43,49,4,0
"024","000139","000139","treatment 2","00568",41.4638427935295,10,52,57,3,0
"024","002386","002386","treatment 1","09743",41.4638427935295,5,38,40,3,1
"024","000106","000106","treatment 3","00443",41.4638427935295,15,45,52,2,0
"024","001548","001548","treatment 3","06363",41.4638427935295,15,40,46,3,0
"024","000523","000523","treatment 2","02136",41.4638427935295,10,50,55,3,0
"024","001527","001527","treatment 1","06261",41.4638427935295,5,38,40,3,0
"024","001464","001464","control","05999",41.4638427935295,0,30,30,3,1
"024","001805","001805","treatment 2","07418",41.4638427935295,10,39,43,3,0
"024","002481","002481","treatment 2","10116",41.4638427935295,10,36,40,4,1
"024","000639","000639","treatment 1","02590",41.4638427935295,5,31,33,3,0
"024","000286","000286","treatment 1","01149",41.4638427935295,5,59,62,2,0
"024","000897","000897","treatment 2","03670",41.4638427935295,10,43,47,3,0
"024","000655","000655","treatment 3","02651",41.4638427935295,15,29,33,2,0
"025","001524","001524","treatment 3","06248",45.2308821046599,15,52,60,2,0
"025","001063","001063","treatment 2","04362",45.2308821046599,10,43,47,3,0
"025","000489","000489","control","02003",45.2308821046599,0,50,50,3,1
"025","002504","002504","treatment 1","10216",45.2308821046599,5,47,49,3,1
"025","001483","001483","treatment 2","06066",45.2308821046599,10,52,57,3,0
"025","000706","000706","treatment 2","02840",45.2308821046599,10,51,56,3,0
"025","002869","002869","control","11720",45.2308821046599,0,41,41,4,0
"025","002452","002452","treatment 1","09999",45.2308821046599,5,50,52,2,0
"025","002999","002999","treatment 2","12256",45.2308821046599,10,50,55,3,1
"025","002659","002659","treatment 1","10870",45.2308821046599,5,40,42,3,0
"025","002219","002219","treatment 3","09081",45.2308821046599,15,49,56,3,1
"025","002940","002940","treatment 1","11982",45.2308821046599,5,37,39,3,0
"025","000770","000770","treatment 1","03137",45.2308821046599,5,41,43,3,0
"025","002692","002692","control","10985",45.2308821046599,0,42,42,2,0
"025","001494","001494","treatment 3","06120",45.2308821046599,15,33,38,3,0
"025","001593","001593","control","06530",45.2308821046599,0,35,35,3,0
"025","002829","002829","control","11538",45.2308821046599,0,47,47,3,0
"026","002985","002985","treatment 1","12204",41.3237536014271,5,35,37,3,1
"026","000515","000515","treatment 2","02105",41.3237536014271,10,40,44,3,0
"026","001361","001361","treatment 2","05554",41.3237536014271,10,32,35,3,0
"026","000876","000876","treatment 3","03576",41.3237536014271,15,42,48,3,1
"026","000532","000532","treatment 2","02177",41.3237536014271,10,38,42,3,1
"026","000071","000071","treatment 2","00296",41.3237536014271,10,36,40,2,0
"027","000310","000310","treatment 1","01253",23.5641129536155,5,22,23,4,0
"027","002423","002423","treatment 1","09875",23.5641129536155,5,18,19,5,0
"027","000434","000434","treatment 3","01764",23.5641129536155,15,25,29,3,0
"027","001638","001638","treatment 2","06731",23.5641129536155,10,31,34,4,0
"027","001772","001772","treatment 2","07280",23.5641129536155,10,19,21,4,1
"027","001186","001186","treatment 2","04855",23.5641129536155,10,29,32,3,0
"028","001788","001788","treatment 3","07354",34.1627504702337,15,39,45,4,0
"028","000982","000982","treatment 2","04011",34.1627504702337,10,38,42,4,0
"028","000331","000331","treatment 1","01348",34.1627504702337,5,47,49,2,0
"028","001853","001853","treatment 1","07614",34.1627504702337,5,45,47,3,1
"028","001080","001080","treatment 1","04432",34.1627504702337,5,46,48,3,0
"028","001980","001980","control","08157",34.1627504702337,0,36,36,3,0
"028","000749","000749","treatment 3","03041",34.1627504702337,15,20,23,3,0
"028","002651","002651","treatment 2","10835",34.1627504702337,10,30,33,4,0
"028","000512","000512","control","02093",34.1627504702337,0,30,30,4,0
